"index","timestamp","updates","states","reward","reward_per_1k_updates","reward_per_1k_updates_sma25","updates_progress","states_progress","reward_progress"
"1394","20260219_084234","734804","826","-14583,574095","-25,047945","-22,86853","2,037749","0,125803","-1,908949"
"1395","20260219_084255","735396","826","-14598,838595","-25,784628","-23,157982","2,039431","0,125803","-1,911005"
"1396","20260219_084310","735900","826","-14608,964095","-20,090278","-23,001362","2,040863","0,125803","-1,91237"
"1397","20260219_084324","736309","826","-14622,289595","-32,580685","-23,316686","2,042025","0,125803","-1,914165"
"1398","20260219_084338","736716","826","-14632,825595","-25,886978","-23,027588","2,043182","0,125803","-1,915584"
"1399","20260219_084358","737319","826","-14638,676595","-9,703151","-23,0715","2,044895","0,125803","-1,916373"
"1400","20260219_084417","737849","827","-14653,621095","-28,19717","-22,857453","2,046401","0,12605","-1,918386"
"1401","20260219_084433","738307","827","-14666,756095","-28,679039","-22,802933","2,047702","0,12605","-1,920156"
"1402","20260219_084444","738681","827","-14689,476595","-60,75","-24,419727","2,048765","0,12605","-1,923217"
"1403","20260219_084503","739201","827","-14699,502095","-19,279808","-24,094823","2,050242","0,12605","-1,924568"
"1404","20260219_084523","739766","827","-14714,615595","-26,749558","-22,545305","2,051847","0,12605","-1,926604"
"1405","20260219_084548","740473","827","-14726,564095","-16,900283","-22,485673","2,053856","0,12605","-1,928214"
"1406","20260219_084609","741169","827","-14735,717595","-13,15158","-22,181041","2,055834","0,12605","-1,929447"
"1407","20260219_084625","741612","827","-14746,125595","-23,494357","-22,83099","2,057092","0,12605","-1,930849"
"1408","20260219_084637","742052","827","-14749,886095","-8,546591","-22,027467","2,058343","0,12605","-1,931356"
"1409","20260219_084654","742543","827","-14757,228595","-14,954175","-21,863425","2,059738","0,12605","-1,932345"
"1410","20260219_084721","743376","827","-14763,570095","-7,612845","-21,003633","2,062104","0,12605","-1,9332"
"1411","20260219_084733","743673","827","-14769,635095","-20,420875","-21,487144","2,062948","0,12605","-1,934017"
"1412","20260219_084747","744202","827","-14773,056095","-6,466919","-21,119846","2,064451","0,12605","-1,934478"
"1413","20260219_084806","744732","827","-14783,631595","-19,953774","-21,050897","2,065957","0,12605","-1,935903"
"1414","20260219_084828","745370","827","-14794,319595","-16,752351","-21,802508","2,06777","0,12605","-1,937342"
"1415","20260219_084847","745931","828","-14802,999595","-15,472371","-21,88718","2,069364","0,126298","-1,938512"
"1416","20260219_084909","746615","828","-14822,150095","-27,997807","-22,085955","2,071307","0,126298","-1,941092"
"1417","20260219_084927","747138","828","-14827,685095","-10,583174","-21,861171","2,072793","0,126298","-1,941838"
"1418","20260219_084945","747670","828","-14845,454095","-33,400376","-21,538269","2,074305","0,126298","-1,944232"
"1419","20260219_085010","748391","828","-14855,626595","-14,108877","-21,100706","2,076353","0,126298","-1,945602"
"1420","20260219_085028","748969","828","-14855,895095","-0,464533","-20,087902","2,077996","0,126298","-1,945639"
"1421","20260219_085046","749538","828","-14865,611095","-17,075571","-19,967314","2,079612","0,126298","-1,946948"
"1422","20260219_085106","750180","828","-14875,013595","-14,645639","-19,249912","2,081436","0,126298","-1,948214"
"1423","20260219_085119","750535","828","-14890,740595","-44,301408","-19,986489","2,082445","0,126298","-1,950333"
"1424","20260219_085144","751149","828","-14905,195095","-23,541531","-20,540024","2,08419","0,126298","-1,952281"
"1425","20260219_085205","751781","828","-14915,277595","-15,953323","-20,050271","2,085985","0,126298","-1,953639"
"1426","20260219_085224","752359","828","-14924,136595","-15,32699","-19,516189","2,087627","0,126298","-1,954833"
"1427","20260219_085244","752964","828","-14933,770095","-15,92314","-17,723114","2,089346","0,126298","-1,956131"
"1428","20260219_085300","753419","828","-14944,018095","-22,523077","-17,852845","2,090639","0,126298","-1,957511"
"1429","20260219_085317","753956","828","-14958,932095","-27,772812","-17,893775","2,092165","0,126298","-1,959521"
"1430","20260219_085336","754556","828","-14969,762595","-18,050833","-17,939797","2,09387","0,126298","-1,96098"
"1431","20260219_085352","755046","828","-14975,556595","-11,82449","-17,886714","2,095262","0,126298","-1,961761"
"1432","20260219_085415","755725","829","-14979,625595","-5,992636","-17,186645","2,097191","0,126545","-1,962309"
"1433","20260219_085436","756261","829","-14996,671095","-31,801306","-18,116833","2,098714","0,126545","-1,964605"
"1434","20260219_085448","756745","829","-15001,890595","-10,784091","-17,95003","2,100089","0,126545","-1,965308"
"1435","20260219_085512","757422","829","-15016,667595","-21,827179","-18,518603","2,102013","0,126545","-1,967299"
"1436","20260219_085528","757991","829","-15026,439595","-17,173989","-18,388728","2,103629","0,126545","-1,968616"
"1437","20260219_085549","758506","830","-15037,075095","-20,651456","-18,956109","2,105093","0,126792","-1,970049"
"1438","20260219_085611","759160","830","-15051,536595","-22,112385","-19,042454","2,106951","0,126792","-1,971997"
"1439","20260219_085634","759875","830","-15066,913595","-21,506294","-19,232612","2,108982","0,126792","-1,974069"
"1440","20260219_085646","760312","830","-15075,143595","-18,832952","-19,367035","2,110224","0,126792","-1,975178"
"1441","20260219_085658","760633","830","-15085,460595","-32,140187","-19,53273","2,111136","0,126792","-1,976568"
"1442","20260219_085717","761187","830","-15090,783095","-9,607401","-19,493699","2,11271","0,126792","-1,977285"
"1443","20260219_085736","761712","830","-15100,221595","-17,978095","-18,876808","2,114202","0,126792","-1,978557"
"1444","20260219_085752","762327","830","-15111,418595","-18,206504","-19,040713","2,115949","0,126792","-1,980065"
"1445","20260219_085808","762806","830","-15119,425095","-16,715031","-19,690733","2,11731","0,126792","-1,981144"
"1446","20260219_085824","763311","830","-15127,362095","-15,716832","-19,636383","2,118745","0,126792","-1,982213"
"1447","20260219_085836","763647","830","-15140,445095","-38,9375","-20,608058","2,1197","0,126792","-1,983976"
"1448","20260219_085847","763962","830","-15153,625595","-41,842857","-20,509716","2,120595","0,126792","-1,985752"
"1449","20260219_085901","764402","830","-15170,374095","-38,064773","-21,090645","2,121845","0,126792","-1,988008"
"1450","20260219_085917","764877","830","-15182,836095","-26,235789","-21,501944","2,123194","0,126792","-1,989687"
"1451","20260219_085931","765288","830","-15191,170596","-20,278591","-21,700008","2,124362","0,126792","-1,99081"
"1452","20260219_085953","765950","830","-15205,573096","-21,756042","-21,933324","2,126243","0,126792","-1,992751"
"1453","20260219_090009","766418","830","-15215,874596","-22,011752","-21,912871","2,127573","0,126792","-1,994138"
"1454","20260219_090024","766995","830","-15228,438596","-21,774697","-21,672947","2,129212","0,126792","-1,995831"
"1455","20260219_090045","767532","830","-15241,219096","-23,799814","-21,902906","2,130738","0,126792","-1,997553"
"1456","20260219_090101","768117","830","-15251,480596","-17,541026","-22,131567","2,1324","0,126792","-1,998936"
"1457","20260219_090120","768614","830","-15262,840596","-22,857143","-22,806147","2,133812","0,126792","-2,000466"
"1458","20260219_090134","769049","830","-15271,087096","-18,957471","-22,292394","2,135048","0,126792","-2,001577"
"1459","20260219_090148","769444","830","-15279,392596","-21,026582","-22,702094","2,13617","0,126792","-2,002696"
"1460","20260219_090203","769858","830","-15292,694596","-32,130435","-23,114224","2,137347","0,126792","-2,004488"
"1461","20260219_090216","770220","830","-15307,069096","-39,708564","-24,015607","2,138375","0,126792","-2,006425"
"1462","20260219_090230","770695","830","-15312,294596","-11,001053","-23,629591","2,139725","0,126792","-2,007129"
"1463","20260219_090251","771217","830","-15325,746096","-25,769157","-23,775862","2,141208","0,126792","-2,008941"
"1464","20260219_090305","771695","830","-15339,452096","-28,67364","-24,062556","2,142566","0,126792","-2,010788"
"1465","20260219_090326","772249","830","-15349,781096","-18,644404","-24,055014","2,14414","0,126792","-2,01218"
"1466","20260219_090339","772679","830","-15358,008596","-19,133721","-23,534755","2,145362","0,126792","-2,013288"
"1467","20260219_090355","773168","831","-15361,003596","-6,124744","-23,395449","2,146751","0,127039","-2,013692"
"1468","20260219_090413","773730","831","-15375,875096","-26,461744","-23,734795","2,148348","0,127039","-2,015695"
"1469","20260219_090436","774391","831","-15381,507096","-8,520424","-23,347351","2,150226","0,127039","-2,016454"
"1470","20260219_090449","774779","831","-15384,848596","-8,612113","-23,023235","2,151329","0,127039","-2,016904"
"1471","20260219_090501","775165","831","-15392,660596","-20,238342","-23,204095","2,152425","0,127039","-2,017957"
"1472","20260219_090516","775694","831","-15405,358096","-24,002836","-22,606709","2,153928","0,127039","-2,019668"
"1473","20260219_090544","776333","831","-15414,129596","-13,726917","-21,482071","2,155744","0,127039","-2,020849"
"1474","20260219_090556","776723","832","-15422,539096","-21,562821","-20,821993","2,156852","0,127286","-2,021982"
"1475","20260219_090608","777077","832","-15434,944596","-35,043785","-21,174313","2,157858","0,127286","-2,023654"
"1476","20260219_090629","777670","832","-15449,500596","-24,546374","-21,345024","2,159543","0,127286","-2,025615"
"1477","20260219_090641","778011","832","-15463,930596","-42,316716","-22,167451","2,160512","0,127286","-2,027559"
"1478","20260219_090659","778575","832","-15472,937096","-15,968972","-21,92574","2,162114","0,127286","-2,028772"
"1479","20260219_090719","779109","832","-15485,698596","-23,89794","-22,010669","2,163631","0,127286","-2,030492"
"1480","20260219_090734","779528","832","-15502,307596","-39,639618","-22,644262","2,164822","0,127286","-2,03273"
"1481","20260219_090757","780118","832","-15519,103096","-28,466949","-23,081299","2,166498","0,127286","-2,034992"
"1482","20260219_090809","780524","832","-15534,046096","-36,805419","-23,63923","2,167652","0,127286","-2,037006"
"1483","20260219_090825","780989","832","-15548,752096","-31,625806","-24,145963","2,168973","0,127286","-2,038987"
"1484","20260219_090840","781461","832","-15563,885096","-32,061441","-24,587357","2,170314","0,127286","-2,041026"
"1485","20260219_090859","781990","832","-15573,867096","-18,869565","-24,056923","2,171817","0,127286","-2,042371"
"1486","20260219_090917","782579","832","-15584,178096","-17,505942","-23,168818","2,17349","0,127286","-2,04376"
"1487","20260219_090934","783038","832","-15596,681096","-27,239651","-23,818362","2,174795","0,127286","-2,045444"
"1488","20260219_090950","783599","832","-15608,003096","-20,181818","-23,594868","2,176389","0,127286","-2,04697"
"1489","20260219_091007","784130","832","-15622,344596","-27,008475","-23,528261","2,177897","0,127286","-2,048902"
"1490","20260219_091019","784488","832","-15635,331096","-36,27514","-24,233491","2,178914","0,127286","-2,050652"
"1491","20260219_091038","785050","832","-15653,606596","-32,518683","-24,768889","2,180511","0,127286","-2,053114"
"1492","20260219_091055","785639","832","-15666,113096","-21,233447","-25,373237","2,182185","0,127286","-2,054799"
"1493","20260219_091110","786056","832","-15676,561596","-25,056355","-25,317022","2,18337","0,127286","-2,056207"
"1494","20260219_091126","786562","832","-15692,253096","-31,01087","-26,21664","2,184807","0,127286","-2,058321"
"1495","20260219_091139","786919","832","-15698,045596","-16,22549","-26,521175","2,185822","0,127286","-2,059101"
"1496","20260219_091159","787486","832","-15711,118096","-23,055556","-26,633863","2,187433","0,127286","-2,060862"
"1497","20260219_091214","787935","832","-15724,251596","-29,250557","-26,843772","2,188708","0,127286","-2,062632"
"1498","20260219_091230","788359","832","-15735,309096","-26,079009","-27,337856","2,189913","0,127286","-2,064122"
"1499","20260219_091246","788810","832","-15750,039096","-32,660754","-27,781773","2,191194","0,127286","-2,066106"
"1500","20260219_091257","789182","832","-15762,891596","-34,549731","-27,762011","2,192251","0,127286","-2,067838"
"1501","20260219_091309","789437","832","-15778,318096","-60,496078","-29,199999","2,192976","0,127286","-2,069916"
"1502","20260219_091330","790063","832","-15797,022596","-29,879393","-28,702506","2,194754","0,127286","-2,072436"
"1503","20260219_091343","790461","832","-15807,558596","-26,472362","-29,122642","2,195885","0,127286","-2,073856"
"1504","20260219_091403","791009","833","-15813,010596","-9,948905","-28,564681","2,197442","0,127533","-2,07459"
"1505","20260219_091414","791320","833","-15821,146596","-26,160772","-28,025527","2,198326","0,127533","-2,075687"
"1506","20260219_091430","791759","833","-15836,459596","-34,881549","-28,282111","2,199573","0,127533","-2,07775"
"1507","20260219_091442","792132","833","-15849,309096","-34,449062","-28,187856","2,200633","0,127533","-2,079481"
"1508","20260219_091456","792538","833","-15860,480096","-27,514778","-28,023415","2,201787","0,127533","-2,080986"
"1509","20260219_091513","793062","833","-15870,483596","-19,090649","-27,504584","2,203275","0,127533","-2,082334"
"1510","20260219_091520","793335","833","-15883,057096","-46,056777","-28,592072","2,204051","0,127533","-2,084028"
"1511","20260219_091539","793793","833","-15890,522096","-16,299127","-28,543799","2,205352","0,127533","-2,085034"
"1512","20260219_091552","794219","833","-15905,903096","-36,105634","-28,898439","2,206563","0,127533","-2,087106"
"1513","20260219_091602","794484","833","-15914,269096","-31,569811","-29,353958","2,207316","0,127533","-2,088233"
"1514","20260219_091620","794996","833","-15927,732596","-26,295898","-29,325455","2,20877","0,127533","-2,090047"
"1515","20260219_091637","795504","833","-15943,440096","-30,920276","-29,111261","2,210214","0,127533","-2,092163"
"1516","20260219_091651","795950","833","-15948,796096","-12,008969","-28,290872","2,211481","0,127533","-2,092885"
"1517","20260219_091710","796542","833","-15959,125596","-17,44848","-28,139474","2,213163","0,127533","-2,094276"
"1518","20260219_091727","797030","833","-15979,303596","-41,348361","-28,791154","2,21455","0,127533","-2,096995"
"1519","20260219_091744","797523","833","-15990,014596","-21,726166","-28,419766","2,21595","0,127533","-2,098438"
"1520","20260219_091803","798093","833","-16010,979596","-36,780702","-29,241974","2,21757","0,127533","-2,101263"
"1521","20260219_091821","798612","833","-16015,928596","-9,535645","-28,701178","2,219044","0,127533","-2,10193"
"1522","20260219_091836","799039","833","-16026,975596","-25,871194","-28,566003","2,220258","0,127533","-2,103418"
"1523","20260219_091850","799491","833","-16037,938096","-24,253319","-28,492976","2,221542","0,127533","-2,104895"
"1524","20260219_091907","800096","833","-16052,618596","-24,265289","-28,157157","2,223261","0,127533","-2,106873"
"1525","20260219_091921","800455","833","-16071,129596","-51,562674","-28,837675","2,224281","0,127533","-2,109367"
"1526","20260219_091934","800803","833","-16084,167096","-37,46408","-27,916395","2,22527","0,127533","-2,111123"
"1527","20260219_091945","801106","833","-16090,800596","-21,892739","-27,596929","2,226131","0,127533","-2,112017"
"1528","20260219_092003","801638","833","-16101,400596","-19,924812","-27,335027","2,227642","0,127533","-2,113445"
"1529","20260219_092015","801939","833","-16107,448596","-20,093023","-27,740791","2,228497","0,127533","-2,11426"
"1530","20260219_092030","802388","833","-16116,123596","-19,320713","-27,467189","2,229773","0,127533","-2,115429"
"1531","20260219_092046","802800","833","-16123,760096","-18,535194","-26,813335","2,230944","0,127533","-2,116458"
"1532","20260219_092057","803187","833","-16127,176096","-8,826873","-25,788447","2,232043","0,127533","-2,116918"
"1533","20260219_092110","803549","833","-16135,750596","-23,686464","-25,635315","2,233072","0,127533","-2,118073"
"1534","20260219_092124","803940","833","-16144,191096","-21,586957","-25,735167","2,234183","0,127533","-2,11921"
"1535","20260219_092139","804363","833","-16154,683096","-24,803783","-24,885047","2,235385","0,127533","-2,120624"
"1536","20260219_092156","804858","833","-16163,259096","-17,325253","-24,926092","2,236791","0,127533","-2,121779"
"1537","20260219_092209","805270","833","-16169,405596","-14,918689","-24,078615","2,237962","0,127533","-2,122607"
"1538","20260219_092220","805640","833","-16179,341096","-26,852703","-23,88993","2,239013","0,127533","-2,123946"
"1539","20260219_092236","806130","833","-16197,337096","-36,726531","-24,307156","2,240405","0,127533","-2,126371"
"1540","20260219_092251","806524","833","-16208,561596","-28,488579","-24,209888","2,241525","0,127533","-2,127883"
"1541","20260219_092306","806937","833","-16219,705096","-26,98184","-24,808803","2,242698","0,127533","-2,129384"
"1542","20260219_092325","807487","833","-16225,753096","-10,996364","-24,550718","2,244261","0,127533","-2,130199"
"1543","20260219_092339","807823","833","-16240,731596","-44,578869","-24,679938","2,245215","0,127533","-2,132217"
"1544","20260219_092353","808239","834","-16262,459596","-52,230769","-25,900122","2,246397","0,127781","-2,135145"
"1545","20260219_092411","808777","834","-16278,643096","-30,080855","-25,632128","2,247926","0,127781","-2,137325"
"1546","20260219_092429","809275","835","-16292,194596","-27,211847","-26,339177","2,249341","0,128028","-2,139151"
"1547","20260219_092443","809620","835","-16299,244596","-20,434783","-26,12172","2,250321","0,128028","-2,140101"
"1548","20260219_092458","810120","835","-16309,959096","-21,429","-26,008747","2,251742","0,128028","-2,141544"
"1549","20260219_092513","810603","835","-16315,748096","-11,985507","-25,517556","2,253114","0,128028","-2,142324"
"1550","20260219_092529","811147","835","-16324,065096","-15,288603","-24,066593","2,25466","0,128028","-2,143445"
"1551","20260219_092549","811723","835","-16336,677096","-21,895833","-23,443863","2,256296","0,128028","-2,145144"
"1552","20260219_092602","812207","835","-16347,491096","-22,342975","-23,461873","2,257671","0,128028","-2,146601"
"1553","20260219_092621","812668","835","-16353,215096","-12,416486","-23,16154","2,258981","0,128028","-2,147372"
"1554","20260219_092644","813359","835","-16364,695596","-16,614327","-23,022392","2,260945","0,128028","-2,148919"
"1555","20260219_092705","813955","835","-16377,642596","-21,723154","-23,11849","2,262638","0,128028","-2,150663"
"1556","20260219_092724","814480","835","-16388,179596","-20,070476","-23,179901","2,26413","0,128028","-2,152083"
"1557","20260219_092738","814903","835","-16393,672096","-12,984634","-23,346211","2,265331","0,128028","-2,152823"
"1558","20260219_092751","815337","835","-16406,279096","-29,048387","-23,560688","2,266565","0,128028","-2,154521"
"1559","20260219_092806","815782","835","-16416,602096","-23,197753","-23,62512","2,267829","0,128028","-2,155912"
"1560","20260219_092818","816166","835","-16431,643096","-39,169271","-24,19974","2,26892","0,128028","-2,157939"
"1561","20260219_092832","816459","836","-16449,790096","-61,935154","-25,984136","2,269752","0,128275","-2,160384"
"1562","20260219_092853","817094","836","-16461,991096","-19,214173","-26,155955","2,271557","0,128275","-2,162027"
"1563","20260219_092909","817523","836","-16475,256596","-30,921911","-26,318723","2,272776","0,128275","-2,163815"
"1564","20260219_092925","818040","836","-16490,189096","-28,882979","-26,004981","2,274245","0,128275","-2,165826"
"1565","20260219_092945","818542","836","-16500,290096","-20,121514","-25,670299","2,275671","0,128275","-2,167187"
"1566","20260219_093001","819029","836","-16508,226096","-16,295688","-25,242852","2,277055","0,128275","-2,168257"
"1567","20260219_093013","819339","836","-16526,886596","-60,195161","-27,210804","2,277935","0,128275","-2,170771"
"1568","20260219_093033","819874","836","-16544,678596","-33,256075","-26,757893","2,279455","0,128275","-2,173168"
"1569","20260219_093058","820596","836","-16557,109596","-17,217452","-25,35736","2,281507","0,128275","-2,174843"
"1570","20260219_093111","821032","836","-16562,547096","-12,47133","-24,652979","2,282746","0,128275","-2,175575"
"1571","20260219_093131","821654","836","-16571,513596","-14,415595","-24,141129","2,284513","0,128275","-2,176783"
"1572","20260219_093144","822075","836","-16582,618096","-26,376485","-24,378797","2,285709","0,128275","-2,178279"
"1573","20260219_093201","822596","836","-16600,474096","-34,272553","-24,892539","2,287189","0,128275","-2,180685"
"1574","20260219_093217","823028","836","-16616,690596","-37,538194","-25,914647","2,288417","0,128275","-2,18287"
"1575","20260219_093235","823528","836","-16631,841596","-30,302","-26,515182","2,289837","0,128275","-2,184911"
"1576","20260219_093250","824020","836","-16642,031596","-20,711382","-26,467804","2,291235","0,128275","-2,186284"
"1577","20260219_093306","824482","837","-16662,918596","-45,209957","-27,382484","2,292548","0,128522","-2,189098"
"1578","20260219_093318","824887","837","-16677,892596","-36,97284","-28,364738","2,293699","0,128522","-2,191116"
"1579","20260219_093335","825342","837","-16688,839596","-24,059341","-28,662538","2,294991","0,128522","-2,192591"
"1580","20260219_093350","825891","837","-16694,371596","-10,076503","-28,196672","2,296551","0,128522","-2,193336"
"1581","20260219_093406","826345","837","-16702,494596","-17,89207","-28,109536","2,297841","0,128522","-2,19443"
"1582","20260219_093425","826931","837","-16712,819096","-17,618601","-28,294895","2,299506","0,128522","-2,195821"
"1583","20260219_093443","827459","837","-16711,847096","1,840909","-27,059323","2,301006","0,128522","-2,19569"
"1584","20260219_093503","828046","837","-16724,932096","-22,291312","-27,023065","2,302674","0,128522","-2,197453"
"1585","20260219_093516","828428","837","-16733,414596","-22,205497","-26,344514","2,30376","0,128522","-2,198596"
"1586","20260219_093535","828959","837","-16750,513096","-32,200565","-25,155131","2,305268","0,128522","-2,2009"
"1587","20260219_093551","829418","837","-16749,845596","1,454248","-24,328394","2,306572","0,128522","-2,20081"
"1588","20260219_093614","830101","837","-16755,341596","-8,046852","-23,413391","2,308513","0,128522","-2,20155"
"1589","20260219_093631","830650","837","-16777,961596","-41,202186","-23,90616","2,310073","0,128522","-2,204598"
"1590","20260219_093646","831106","837","-16793,301596","-33,640351","-24,446913","2,311368","0,128522","-2,206665"
"1591","20260219_093700","831536","837","-16792,168096","2,636047","-23,689644","2,31259","0,128522","-2,206512"
"1592","20260219_093710","831885","837","-16808,005596","-45,379656","-23,097024","2,313582","0,128522","-2,208646"
"1593","20260219_093728","832415","837","-16821,344596","-25,167925","-22,773498","2,315088","0,128522","-2,210443"
"1594","20260219_093744","832846","837","-16835,174596","-32,088167","-23,368326","2,316312","0,128522","-2,212306"
"1595","20260219_093805","833447","837","-16851,719096","-27,528286","-23,970604","2,31802","0,128522","-2,214535"
"1596","20260219_093823","833981","837","-16866,035596","-26,809925","-24,466378","2,319537","0,128522","-2,216464"
"1597","20260219_093838","834423","837","-16878,650096","-28,539593","-24,552902","2,320793","0,128522","-2,218164"
"1598","20260219_093855","834953","837","-16889,226096","-19,954717","-23,980189","2,322299","0,128522","-2,219589"
"1599","20260219_093912","835444","837","-16907,819096","-37,867617","-23,993366","2,323694","0,128522","-2,222094"
"1600","20260219_093922","835824","837","-16917,909096","-26,552632","-23,843391","2,324774","0,128522","-2,223453"
"1601","20260219_093942","836317","837","-16928,693096","-21,874239","-23,889905","2,326174","0,128522","-2,224906"
"1602","20260219_093954","836780","837","-16941,204596","-27,022678","-23,162414","2,32749","0,128522","-2,226592"
"1603","20260219_094012","837314","837","-16946,210596","-9,374532","-22,058482","2,329007","0,128522","-2,227266"
"1604","20260219_094027","837768","838","-16962,926596","-36,819383","-22,568883","2,330297","0,128769","-2,229518"
"1605","20260219_094040","838106","839","-16975,364096","-36,797337","-23,637717","2,331257","0,129016","-2,231194"
"1606","20260219_094052","838508","839","-16990,954596","-38,782338","-24,473327","2,3324","0,129016","-2,233294"
"1607","20260219_094108","838932","839","-17002,015596","-26,087264","-24,812074","2,333604","0,129016","-2,234785"
"1608","20260219_094120","839368","839","-17011,851596","-22,559633","-25,788096","2,334843","0,129016","-2,23611"
"1609","20260219_094144","840013","839","-17022,439096","-16,414729","-25,553032","2,336676","0,129016","-2,237536"
"1610","20260219_094153","840298","839","-17035,758596","-46,735088","-26,534216","2,337485","0,129016","-2,239331"
"1611","20260219_094208","840757","839","-17041,689096","-12,920479","-25,763012","2,33879","0,129016","-2,24013"
"1612","20260219_094226","841262","839","-17052,415096","-21,239604","-26,670767","2,340224","0,129016","-2,241575"
"1613","20260219_094236","841506","839","-17068,683596","-66,67418","-29,01586","2,340918","0,129016","-2,243767"
"1614","20260219_094251","841956","839","-17086,854096","-40,378889","-28,982928","2,342196","0,129016","-2,246215"
"1615","20260219_094304","842340","840","-17088,091596","-3,222656","-27,76622","2,343287","0,129263","-2,246382"
"1616","20260219_094314","842661","840","-17097,444596","-29,137072","-29,037145","2,344199","0,129263","-2,247642"
"1617","20260219_094329","843068","840","-17110,621596","-32,375921","-28,516995","2,345356","0,129263","-2,249417"
"1618","20260219_094343","843411","841","-17125,051596","-42,069971","-29,193077","2,34633","0,129511","-2,251361"
"1619","20260219_094354","843691","841","-17128,973096","-14,005357","-28,469765","2,347126","0,129511","-2,25189"
"1620","20260219_094408","844162","841","-17138,583596","-20,404459","-28,184812","2,348464","0,129511","-2,253185"
"1621","20260219_094432","844686","841","-17155,553596","-32,385496","-28,407835","2,349953","0,129511","-2,255471"
"1622","20260219_094450","845236","841","-17173,211096","-32,104545","-28,550433","2,351516","0,129511","-2,25785"
"1623","20260219_094508","845784","841","-17183,707096","-19,153285","-28,518375","2,353073","0,129511","-2,259264"
"1624","20260219_094518","846125","841","-17196,731596","-38,195015","-28,531471","2,354041","0,129511","-2,261019"
"1625","20260219_094535","846647","841","-17202,311596","-10,689655","-27,896952","2,355525","0,129511","-2,261771"
"1626","20260219_094552","847135","841","-17215,845096","-27,732582","-28,131286","2,356911","0,129511","-2,263594"
"1627","20260219_094610","847659","841","-17225,849596","-19,092557","-27,814081","2,3584","0,129511","-2,264942"
"1628","20260219_094630","848215","842","-17238,999596","-23,651079","-28,385143","2,35998","0,129758","-2,266714"
"1629","20260219_094649","848815","842","-17248,697596","-16,163333","-27,558901","2,361684","0,129758","-2,26802"
"1630","20260219_094702","849282","842","-17252,400596","-7,929336","-26,404181","2,363011","0,129758","-2,268519"
"1631","20260219_094714","849640","842","-17255,985596","-10,013966","-25,253446","2,364028","0,129758","-2,269002"
"1632","20260219_094730","850052","842","-17265,534596","-23,177184","-25,137043","2,365199","0,129758","-2,270289"
"1633","20260219_094745","850473","842","-17277,240596","-27,805226","-25,346867","2,366395","0,129758","-2,271866"
"1634","20260219_094803","850961","843","-17282,408096","-10,589139","-25,113843","2,367782","0,130005","-2,272562"
"1635","20260219_094824","851660","843","-17286,592096","-5,985694","-23,483867","2,369768","0,130005","-2,273126"
"1636","20260219_094841","852193","843","-17298,046596","-21,490619","-23,826673","2,371282","0,130005","-2,274669"
"1637","20260219_094857","852677","843","-17305,995096","-16,422521","-23,63399","2,372657","0,130005","-2,27574"
"1638","20260219_094911","853105","843","-17315,834096","-22,988318","-21,886555","2,373873","0,130005","-2,277065"
"1639","20260219_094925","853502","843","-17326,371596","-26,542821","-21,333112","2,375001","0,130005","-2,278485"
"1640","20260219_094939","853937","843","-17332,377596","-13,806897","-21,756482","2,376237","0,130005","-2,279294"
"1641","20260219_095002","854555","844","-17342,493596","-16,368932","-21,245756","2,377993","0,130252","-2,280657"
"1642","20260219_095020","855124","844","-17352,927096","-18,336555","-20,684182","2,37961","0,130252","-2,282063"
"1643","20260219_095044","855674","845","-17364,475596","-20,997273","-19,841274","2,381173","0,130499","-2,283619"
"1644","20260219_095059","856185","845","-17372,973096","-16,629159","-19,946226","2,382625","0,130499","-2,284764"
"1645","20260219_095117","856781","845","-17373,258596","-0,479027","-19,149209","2,384318","0,130499","-2,284802"
"1646","20260219_095135","857312","845","-17385,994596","-23,984934","-18,813186","2,385827","0,130499","-2,286518"
"1647","20260219_095148","857724","845","-17394,942096","-21,717233","-18,397694","2,386997","0,130499","-2,287724"
"1648","20260219_095157","858030","845","-17410,360596","-50,387255","-19,647052","2,387867","0,130499","-2,289801"
"1649","20260219_095207","858330","845","-17423,012596","-42,173333","-19,806185","2,388719","0,130499","-2,291506"
"1650","20260219_095219","858707","845","-17433,113596","-26,793103","-20,450323","2,38979","0,130499","-2,292866"
"1651","20260219_095234","859157","845","-17442,892096","-21,73","-20,21022","2,391069","0,130499","-2,294184"
"1652","20260219_095250","859721","845","-17441,752096","2,021277","-19,365666","2,392671","0,130499","-2,29403"
"1653","20260219_095312","860305","845","-17456,525096","-25,296233","-19,431473","2,394331","0,130499","-2,296021"
"1654","20260219_095324","860742","845","-17466,356096","-22,496568","-19,684802","2,395572","0,130499","-2,297345"
"1655","20260219_095340","861208","845","-17470,659596","-9,234979","-19,737028","2,396896","0,130499","-2,297925"
"1656","20260219_095354","861592","845","-17476,936596","-16,346354","-19,990323","2,397987","0,130499","-2,298771"
"1657","20260219_095409","861997","845","-17497,268596","-50,202469","-21,071335","2,399138","0,130499","-2,30151"
"1658","20260219_095425","862431","845","-17514,880096","-40,579493","-21,582305","2,400371","0,130499","-2,303883"
"1659","20260219_095439","862790","845","-17527,862596","-36,162953","-22,605258","2,401391","0,130499","-2,305632"
"1660","20260219_095449","863152","845","-17540,237596","-34,185083","-23,733233","2,40242","0,130499","-2,307299"
"1661","20260219_095508","863767","845","-17554,828596","-23,725203","-23,822617","2,404167","0,130499","-2,309265"
