"index","timestamp","updates","states","reward","reward_per_1k_updates","reward_per_1k_updates_sma25","updates_progress","states_progress","reward_progress"
"164","20260219_025434","98309","537","-2141,034095","-19,07014","-21,268743","0,229299","0,054375","-0,232569"
"165","20260219_025450","98819","538","-2156,140095","-29,619608","-21,52083","0,230748","0,054622","-0,234604"
"166","20260219_025506","99317","538","-2171,292595","-30,426707","-22,724743","0,232163","0,054622","-0,236646"
"167","20260219_025517","99639","538","-2184,444095","-40,843168","-24,237465","0,233077","0,054622","-0,238418"
"168","20260219_025527","99969","539","-2203,959095","-59,136364","-25,653629","0,234015","0,054869","-0,241047"
"169","20260219_025541","100387","539","-2219,477595","-37,125598","-26,265914","0,235203","0,054869","-0,243138"
"170","20260219_025555","100855","539","-2223,176595","-7,903846","-25,54789","0,236532","0,054869","-0,243636"
"171","20260219_025619","101592","539","-2234,918595","-15,932157","-24,808213","0,238626","0,054869","-0,245218"
"172","20260219_025632","101972","542","-2245,363095","-27,485526","-24,999089","0,239706","0,05561","-0,246625"
"173","20260219_025646","102449","542","-2260,021095","-30,72956","-24,990398","0,241061","0,05561","-0,2486"
"174","20260219_025705","103104","542","-2264,964595","-7,547328","-24,720577","0,242922","0,05561","-0,249266"
"175","20260219_025716","103384","543","-2275,508595","-37,657143","-25,409644","0,243718","0,055858","-0,250687"
"176","20260219_025730","103798","544","-2296,032595","-49,574879","-26,150033","0,244894","0,056105","-0,253452"
"177","20260219_025757","104528","547","-2308,441595","-16,99863","-25,803507","0,246968","0,056846","-0,255124"
"178","20260219_025808","104926","547","-2316,741595","-20,854271","-25,867939","0,248099","0,056846","-0,256242"
"179","20260219_025826","105469","548","-2323,748095","-12,903315","-25,713551","0,249642","0,057093","-0,257186"
"180","20260219_025845","106005","548","-2332,111095","-15,602612","-25,583907","0,251165","0,057093","-0,258313"
"181","20260219_025859","106444","548","-2343,940595","-26,946469","-25,086721","0,252412","0,057093","-0,259907"
"182","20260219_025914","106964","548","-2351,719095","-14,958654","-25,192493","0,25389","0,057093","-0,260955"
"183","20260219_025935","107524","549","-2361,491595","-17,450893","-25,121026","0,255481","0,057341","-0,262271"
"184","20260219_025953","108121","549","-2373,407095","-19,958961","-25,090568","0,257177","0,057341","-0,263877"
"185","20260219_030014","108770","549","-2383,491095","-15,53775","-23,867404","0,259021","0,057341","-0,265235"
"186","20260219_030029","109222","550","-2389,418595","-13,113938","-24,225147","0,260305","0,057588","-0,266034"
"187","20260219_030042","109600","553","-2398,516095","-24,06746","-24,178029","0,261379","0,058329","-0,267259"
"188","20260219_030058","110179","553","-2416,111095","-30,388601","-24,873343","0,263024","0,058329","-0,26963"
"189","20260219_030119","110812","557","-2423,392095","-11,50237","-24,570632","0,264823","0,059318","-0,270611"
"190","20260219_030137","111362","557","-2439,484095","-29,258182","-24,556175","0,266386","0,059318","-0,272779"
"191","20260219_030156","111890","557","-2449,391595","-18,764205","-24,089675","0,267886","0,059318","-0,274114"
"192","20260219_030213","112432","557","-2454,918095","-10,196494","-22,863808","0,269426","0,059318","-0,274859"
"193","20260219_030243","113364","557","-2456,347595","-1,533798","-20,559706","0,272074","0,059318","-0,275051"
"194","20260219_030257","113840","557","-2460,003095","-7,679622","-19,381867","0,273426","0,059318","-0,275544"
"195","20260219_030318","114515","557","-2464,947095","-7,324444","-19,358691","0,275344","0,059318","-0,27621"
"196","20260219_030334","115037","557","-2476,532595","-22,194444","-19,609182","0,276827","0,059318","-0,277771"
"197","20260219_030400","115878","557","-2490,015595","-16,032105","-19,151045","0,279217","0,059318","-0,279587"
"198","20260219_030425","116672","557","-2508,769095","-23,619018","-18,866624","0,281473","0,059318","-0,282114"
"199","20260219_030444","117270","557","-2523,481095","-24,602007","-19,548811","0,283172","0,059318","-0,284096"
"200","20260219_030500","117770","558","-2536,423595","-25,885","-19,077925","0,284592","0,059565","-0,28584"
"201","20260219_030522","118431","561","-2539,144095","-4,115734","-17,259559","0,28647","0,060306","-0,286206"
"202","20260219_030538","118943","562","-2540,439595","-2,530273","-16,680825","0,287925","0,060554","-0,286381"
"203","20260219_030555","119425","563","-2554,040595","-28,217842","-16,975368","0,289295","0,060801","-0,288213"
"204","20260219_030613","120050","564","-2559,153095","-8,18","-16,786435","0,29107","0,061048","-0,288902"
"205","20260219_030633","120725","564","-2571,312095","-18,013333","-16,882864","0,292988","0,061048","-0,29054"
"206","20260219_030648","121190","564","-2582,181595","-23,375269","-16,740016","0,29431","0,061048","-0,292005"
"207","20260219_030702","121588","564","-2594,346595","-30,565327","-17,364283","0,29544","0,061048","-0,293644"
"208","20260219_030716","122014","565","-2610,292095","-37,430751","-18,163477","0,296651","0,061295","-0,295792"
