"Timestamp","TotalUpdates","Reward","States3D","StatesPlanar"
"20260219_063823","508832","-10293,102595282846","0","779"
"20260219_063839","509291","-10309,039095283226","0","780"
"20260219_063855","509790","-10319,14809528365","0","780"
"20260219_063911","510268","-10329,32959528405","0","780"
"20260219_063932","510936","-10340,80609528462","0","780"
"20260219_063948","511395","-10346,725595285012","0","780"
"20260219_064008","512043","-10349,935595285562","0","780"
"20260219_064029","512578","-10364,694595286015","0","780"
"20260219_064041","513045","-10371,188095286408","0","780"
"20260219_064104","513674","-10379,01309528694","0","780"
"20260219_064122","514289","-10389,247595287465","0","780"
"20260219_064141","514870","-10385,796595287957","0","780"
"20260219_064156","515361","-10396,589095288375","0","780"
"20260219_064212","515829","-10407,481595288771","0","780"
"20260219_064232","516516","-10405,713595289359","0","780"
"20260219_064253","517063","-10421,186095289819","0","780"
"20260219_064310","517549","-10433,561095290226","0","780"
"20260219_064326","517982","-10446,740095290585","0","780"
"20260219_064341","518473","-10454,728595290999","0","780"
"20260219_064401","519112","-10469,183595291548","0","780"
"20260219_064420","519664","-10481,120095292017","0","780"
"20260219_064436","520171","-10491,235595292448","0","780"
"20260219_064457","520894","-10495,798095293061","0","780"
"20260219_064511","521299","-10508,495095293398","0","780"
"20260219_064527","521832","-10518,428595293852","0","780"
"20260219_064548","522507","-10525,589595294432","0","780"
"20260219_064603","522979","-10527,06559529483","0","780"
"20260219_064623","523574","-10532,355595295337","0","780"
"20260219_064641","524122","-10547,884595295802","0","780"
"20260219_064655","524499","-10560,120095296119","0","780"
"20260219_064709","524919","-10565,929095296471","0","782"
"20260219_064723","525330","-10569,736595296814","0","782"
"20260219_064738","525785","-10572,885095297199","0","782"
"20260219_064758","526414","-10581,821595297739","0","782"
"20260219_064814","526876","-10599,946595298128","0","782"
"20260219_064826","527229","-10603,50659529842","0","782"
"20260219_064839","527662","-10611,125095298783","0","782"
"20260219_064901","528287","-10621,992095299318","0","782"
"20260219_064914","528703","-10632,154595299662","0","783"
"20260219_064930","529212","-10635,629595300088","0","784"
"20260219_064950","529844","-10651,461595300634","0","784"
"20260219_065007","530277","-10669,648095300994","0","784"
"20260219_065027","530865","-10678,647595301501","0","784"
"20260219_065046","531459","-10688,314095302008","0","784"
"20260219_065102","532027","-10694,320595302492","0","784"
"20260219_065122","532553","-10699,208595302933","0","784"
"20260219_065132","532939","-10717,07259530325","0","784"
"20260219_065147","533410","-10724,520095303642","0","784"
"20260219_065205","533913","-10735,148595304063","0","784"
"20260219_065223","534457","-10749,237095304523","0","784"
"20260219_065240","534991","-10762,629095304974","0","784"
"20260219_065300","535479","-10770,628595305388","0","784"
"20260219_065315","536082","-10780,284095305906","0","784"
"20260219_065336","536609","-10791,47209530635","0","786"
"20260219_065352","537140","-10794,2080953068","0","786"
"20260219_065405","537539","-10802,539595307131","0","786"
"20260219_065422","538072","-10815,311095307583","0","786"
"20260219_065442","538598","-10828,098095308029","0","786"
"20260219_065506","539403","-10843,992095308722","0","786"
"20260219_065529","540051","-10851,133095309271","0","786"
"20260219_065538","540356","-10861,428095309517","0","787"
"20260219_065607","541183","-10870,547095310225","0","787"
"20260219_065624","541743","-10885,257095310702","0","787"
"20260219_065636","542108","-10898,213595311003","0","787"
"20260219_065656","542707","-10905,123095311517","0","787"
"20260219_065711","543130","-10916,054595311867","0","787"
"20260219_065725","543551","-10924,343095312219","0","787"
"20260219_065742","544085","-10932,109095312673","0","787"
"20260219_065757","544508","-10946,925595313027","0","787"
"20260219_065813","544993","-10959,305095313437","0","787"
"20260219_065831","545552","-10966,990595313915","0","787"
"20260219_065850","546127","-10975,060095314406","0","787"
"20260219_065905","546557","-10981,679095314763","0","787"
"20260219_065924","547142","-10994,22009531526","0","787"
"20260219_065935","547468","-11002,35609531553","0","788"
"20260219_065953","547930","-11017,67559531591","0","788"
"20260219_070011","548440","-11034,874095316343","0","788"
"20260219_070038","549190","-11041,514595316987","0","788"
"20260219_070100","549839","-11052,450595317545","0","788"
"20260219_070115","550299","-11063,266095317931","0","788"
"20260219_070129","550740","-11076,3815953183","0","788"
"20260219_070145","551194","-11094,49709531868","0","788"
"20260219_070201","551708","-11102,306095319114","0","788"
"20260219_070219","552234","-11116,468595319562","0","788"
"20260219_070235","552674","-11127,263095319928","0","788"
"20260219_070250","553154","-11139,031595320335","0","788"
"20260219_070314","553930","-11143,543095321009","0","788"
"20260219_070331","554440","-11156,413095321443","0","789"
"20260219_070351","555021","-11166,656095321938","0","790"
"20260219_070404","555377","-11173,011095322236","0","790"
"20260219_070418","555902","-11187,38109532268","0","790"
"20260219_070434","556321","-11203,455095323026","0","790"
"20260219_070447","556759","-11211,688595323394","0","790"
"20260219_070503","557294","-11216,63909532385","0","790"
"20260219_070523","557845","-11224,846095324321","0","790"
"20260219_070536","558217","-11235,570595324632","0","791"
"20260219_070555","558747","-11248,325095325083","0","791"
"20260219_070613","559278","-11256,054095325531","0","791"
"20260219_070626","559723","-11269,212095325907","0","791"
"20260219_070648","560325","-11280,874095326424","0","792"
"20260219_070703","560789","-11293,287095326812","0","792"
"20260219_070732","561630","-11300,303095327541","0","792"
"20260219_070745","562087","-11311,848095327925","0","792"
"20260219_070805","562621","-11329,577095328377","0","792"
"20260219_070819","563023","-11337,887595328717","0","792"
"20260219_070832","563455","-11343,909095329078","0","792"
"20260219_070851","564000","-11358,109095329539","0","792"
"20260219_070907","564505","-11363,839095329962","0","792"
"20260219_070924","565024","-11369,466595330407","0","792"
"20260219_070940","565490","-11375,370095330802","0","792"
"20260219_070952","565898","-11385,328595331142","0","792"
"20260219_071014","566527","-11399,304095331683","0","792"
"20260219_071030","567031","-11403,430595332113","0","793"
"20260219_071043","567436","-11413,377095332453","0","793"
"20260219_071103","568024","-11414,218595332946","0","794"
"20260219_071122","568662","-11419,273595333494","0","795"
"20260219_071142","569195","-11429,271095333941","0","796"
"20260219_071200","569732","-11442,569095334391","0","796"
"20260219_071214","570252","-11449,754595334836","0","796"
"20260219_071238","570917","-11464,035095335405","0","796"
"20260219_071256","571508","-11469,22709533591","0","796"
"20260219_071310","571938","-11484,629595336271","0","796"
"20260219_071325","572459","-11491,882095336716","0","796"
"20260219_071340","572920","-11502,172595337111","0","797"
"20260219_071356","573397","-11512,979095337514","0","797"
"20260219_071414","573925","-11520,740095337962","0","797"
"20260219_071433","574525","-11531,043095338473","0","797"
"20260219_071455","575126","-11534,702595338982","0","797"
"20260219_071509","575673","-11540,202595339448","0","797"
"20260219_071525","576230","-11552,293595339921","0","798"
"20260219_071542","576725","-11560,864095340343","0","798"
"20260219_071556","577150","-11571,325095340697","0","798"
"20260219_071616","577728","-11576,688595341187","0","799"
"20260219_071632","578220","-11587,4685953416","0","799"
"20260219_071648","578677","-11597,781595341985","0","799"
"20260219_071701","579074","-11599,55959534232","0","799"
"20260219_071719","579601","-11612,380095342769","0","799"
"20260219_071736","580105","-11620,916595343195","0","799"
"20260219_071756","580677","-11631,10609534368","0","799"
"20260219_071813","581168","-11634,058095344097","0","799"
"20260219_071824","581567","-11642,458595344426","0","799"
"20260219_071838","582002","-11650,657595344794","0","799"
"20260219_071855","582444","-11666,607095345164","0","799"
"20260219_071909","582855","-11677,162095345502","0","800"
"20260219_071931","583465","-11693,82759534602","0","800"
"20260219_071952","584008","-11709,286595346477","0","800"
"20260219_072000","584255","-11726,336095346676","0","800"
"20260219_072012","584584","-11739,424595346947","0","800"
"20260219_072027","584966","-11754,95759534726","0","800"
"20260219_072044","585490","-11765,597595347703","0","800"
"20260219_072055","585859","-11777,90759534801","0","800"
"20260219_072110","586294","-11785,515095348372","0","800"
"20260219_072124","586685","-11798,953595348697","0","800"
"20260219_072139","587152","-11814,22059534909","0","800"
"20260219_072152","587588","-11829,461095349454","0","800"
"20260219_072212","588098","-11842,250595349886","0","800"
"20260219_072224","588530","-11848,910595350246","0","800"
"20260219_072243","588993","-11861,914595350634","0","800"
"20260219_072301","589579","-11870,676095351135","0","800"
"20260219_072319","590139","-11889,08159535161","0","800"
"20260219_072336","590681","-11913,241595352074","0","800"
"20260219_072357","591224","-11923,199095352533","0","800"
"20260219_072407","591616","-11933,237595352859","0","800"
"20260219_072423","592085","-11941,245095353255","0","800"
"20260219_072440","592590","-11959,743095353677","0","800"
"20260219_072456","593096","-11975,626595354104","0","800"
"20260219_072517","593667","-11983,143595354592","0","800"
"20260219_072538","594416","-11987,739595355244","0","800"
"20260219_072555","594893","-11989,793095355642","0","800"
"20260219_072614","595470","-11993,597095356137","0","800"
"20260219_072636","596107","-12010,049595356684","0","800"
"20260219_072651","596586","-12028,062595357083","0","800"
"20260219_072713","597198","-12036,664595357604","0","800"
"20260219_072725","597536","-12038,666595357881","0","800"
"20260219_072740","597977","-12046,84409535825","0","800"
"20260219_072755","598446","-12059,933095358645","0","800"
"20260219_072815","599028","-12068,081095359143","0","801"
"20260219_072833","599605","-12070,682595359638","0","801"
"20260219_072849","600071","-12073,783095360033","0","801"
"20260219_072904","600541","-12090,277095360429","0","801"
"20260219_072922","601125","-12103,303595360921","0","802"
"20260219_072939","601647","-12108,95609536136","0","802"
"20260219_072955","602151","-12119,68809536179","0","802"
"20260219_073008","602512","-12123,869595362088","0","802"
"20260219_073022","602977","-12129,059595362476","0","802"
"20260219_073038","603425","-12127,796095362857","0","802"
"20260219_073051","603930","-12130,729595363286","0","802"
"20260219_073110","604469","-12136,907595363746","0","802"
"20260219_073130","605022","-12153,016595364214","0","804"
"20260219_073142","605406","-12165,888095364533","0","804"
"20260219_073151","605722","-12171,860595364788","0","804"
"20260219_073205","606154","-12185,085595365153","0","804"
"20260219_073224","606788","-12193,9585953657","0","804"
"20260219_073237","607185","-12199,572595366033","0","804"
"20260219_073250","607617","-12207,836595366398","0","804"
"20260219_073310","608143","-12216,263595366843","0","804"
"20260219_073325","608672","-12226,883095367295","0","804"
"20260219_073347","609345","-12241,620095367878","0","804"
"20260219_073406","609919","-12251,334095368366","0","804"
"20260219_073421","610458","-12258,507095368823","0","804"
"20260219_073444","611192","-12275,399095369456","0","804"
"20260219_073505","611807","-12284,99909536998","0","804"
"20260219_073516","612249","-12290,406595370356","0","804"
"20260219_073529","612677","-12293,682595370716","0","804"
"20260219_073548","613192","-12307,054595371152","0","804"
"20260219_073604","613632","-12319,603095371518","0","805"
"20260219_073622","614127","-12329,730595371937","0","805"
"20260219_073640","614682","-12341,654595372407","0","805"
"20260219_073658","615196","-12356,579595372838","0","805"
"20260219_073715","615652","-12367,46559537322","0","805"
"20260219_073736","616274","-12378,270595373753","0","806"
"20260219_073756","616960","-12385,344595374347","0","806"
"20260219_073819","617671","-12402,168095374958","0","806"
"20260219_073840","618324","-12412,828595375515","0","806"
"20260219_073859","618917","-12427,510095376021","0","806"
"20260219_073910","619243","-12433,413595376285","0","806"
"20260219_073924","619636","-12437,445095376612","0","806"
"20260219_073949","620326","-12445,741095377201","0","806"
"20260219_074010","620965","-12457,993095377751","0","806"
"20260219_074024","621395","-12468,428095378109","0","807"
"20260219_074038","621818","-12480,521595378463","0","807"
"20260219_074052","622194","-12495,555595378775","0","807"
"20260219_074103","622542","-12506,303095379062","0","807"
"20260219_074120","623014","-12515,96209537946","0","807"
"20260219_074139","623550","-12533,639595379913","0","807"
"20260219_074152","623933","-12534,88659538023","0","807"
"20260219_074211","624525","-12549,609095380738","0","808"
"20260219_074229","625119","-12562,030095381244","0","809"
"20260219_074241","625493","-12569,908095381552","0","809"
"20260219_074303","626168","-12584,16509538213","0","809"
"20260219_074321","626657","-12592,76259538255","0","809"
"20260219_074338","627181","-12606,100095382988","0","809"
"20260219_074349","627539","-12609,57859538328","0","809"
"20260219_074409","628138","-12624,13659538379","0","809"
"20260219_074431","628750","-12636,43509538431","0","809"
"20260219_074446","629193","-12646,202095384682","0","810"
"20260219_074502","629752","-12653,252095385167","0","810"
"20260219_074518","630191","-12668,671595385538","0","810"
"20260219_074530","630606","-12680,574095385891","0","810"
"20260219_074546","631071","-12690,880595386285","0","810"
"20260219_074602","631537","-12703,310095386678","0","810"
"20260219_074623","632148","-12711,364595387202","0","811"
"20260219_074640","632724","-12719,535095387688","0","811"
"20260219_074702","633358","-12729,683095388236","0","811"
"20260219_074715","633831","-12736,156095388633","0","811"
"20260219_074735","634384","-12739,389095389104","0","811"
"20260219_074750","634969","-12745,327595389606","0","812"
"20260219_074813","635597","-12757,663095390142","0","812"
"20260219_074826","636081","-12772,849095390551","0","812"
"20260219_074844","636674","-12779,543595391056","0","812"
"20260219_074858","637095","-12787,214095391406","0","812"
"20260219_074913","637547","-12797,505095391782","0","812"
"20260219_074929","638027","-12806,996595392184","0","813"
"20260219_074946","638569","-12816,214595392641","0","813"
"20260219_075006","639164","-12819,334595393151","0","813"
"20260219_075020","639594","-12820,402095393512","0","813"
"20260219_075034","640057","-12830,574095393906","0","813"
"20260219_075059","640704","-12846,248095394461","0","813"
"20260219_075117","641328","-12856,416095394996","0","813"
"20260219_075134","641834","-12867,109095395426","0","813"
"20260219_075151","642360","-12874,303095395871","0","813"
"20260219_075204","642725","-12881,244595396178","0","813"
"20260219_075226","643350","-12896,934095396706","0","813"
"20260219_075241","643791","-12917,88009539707","0","813"
"20260219_075259","644311","-12925,737095397513","0","813"
"20260219_075315","644870","-12933,424095397992","0","813"
"20260219_075336","645526","-12939,034595398558","0","813"
"20260219_075355","646081","-12948,938095399031","0","813"
"20260219_075411","646634","-12956,5400953995","0","813"
"20260219_075430","647181","-12966,277095399968","0","813"
"20260219_075447","647722","-12976,844095400424","0","813"
"20260219_075504","648300","-12984,43709540092","0","813"
"20260219_075517","648753","-12985,404595401307","0","813"
"20260219_075536","649320","-12989,25259540179","0","813"
"20260219_075547","649700","-12995,544595402109","0","813"
"20260219_075605","650282","-13004,323095402602","0","813"
"20260219_075617","650684","-13007,640095402938","0","813"
"20260219_075630","651066","-13020,485095403257","0","813"
"20260219_075644","651427","-13036,223595403551","0","813"
"20260219_075706","652058","-13043,508595404093","0","813"
"20260219_075721","652551","-13053,622595404508","0","813"
"20260219_075742","653110","-13061,293595404983","0","813"
"20260219_075755","653556","-13074,464595405354","0","813"
"20260219_075815","654099","-13095,684095405817","0","813"
"20260219_075834","654675","-13105,370095406312","0","813"
"20260219_075852","655221","-13112,968095406783","0","813"
"20260219_075905","655615","-13121,395095407115","0","813"
"20260219_075925","656168","-13133,467595407586","0","814"
"20260219_075936","656552","-13141,34009540791","0","814"
"20260219_075958","657223","-13152,288595408485","0","814"
"20260219_080018","657955","-13156,321095409114","0","814"
"20260219_080035","658493","-13163,500095409574","0","814"
"20260219_080046","658757","-13176,316595409784","0","814"
"20260219_080057","659067","-13197,284595410038","0","814"
"20260219_080112","659621","-13208,75109541051","0","814"
"20260219_080132","660151","-13218,12709541096","0","814"
"20260219_080150","660776","-13232,685595411493","0","815"
"20260219_080214","661510","-13240,146095412125","0","815"
"20260219_080228","662023","-13253,041595412558","0","815"
"20260219_080251","662682","-13262,367595413121","0","815"
"20260219_080314","663335","-13267,946095413678","0","815"
"20260219_080339","664112","-13279,655095414351","0","815"
"20260219_080354","664622","-13289,721595414787","0","815"
"20260219_080417","665207","-13299,31009541529","0","815"
"20260219_080432","665662","-13307,459095415672","0","815"
"20260219_080451","666148","-13326,72959541608","0","815"
"20260219_080505","666569","-13341,560095416431","0","815"
"20260219_080528","667153","-13354,499095416919","0","815"
"20260219_080540","667556","-13362,189595417254","0","815"
"20260219_080555","667935","-13373,68209541757","0","815"
"20260219_080602","668205","-13382,667095417784","0","815"
"20260219_080621","668653","-13395,250595418163","0","815"
"20260219_080635","669146","-13413,114095418583","0","815"
"20260219_080650","669556","-13422,004595418923","0","815"
"20260219_080710","670197","-13429,322095419477","0","815"
"20260219_080725","670695","-13436,6775954199","0","815"
"20260219_080748","671347","-13454,631595420458","0","815"
"20260219_080806","671891","-13468,519095420917","0","815"
"20260219_080820","672297","-13474,058095421255","0","815"
"20260219_080841","672948","-13476,887595421817","0","815"
"20260219_080858","673494","-13483,600095422282","0","815"
"20260219_080919","674081","-13497,289595422779","0","815"
"20260219_080933","674495","-13503,947595423122","0","815"
"20260219_080951","675078","-13509,283095423618","0","815"
"20260219_081008","675674","-13513,89509542413","0","815"
"20260219_081024","676163","-13525,623595424548","0","815"
"20260219_081044","676815","-13540,012095425109","0","815"
"20260219_081103","677310","-13558,554595425523","0","815"
"20260219_081116","677777","-13566,651595425921","0","815"
"20260219_081132","678301","-13578,818595426363","0","815"
"20260219_081151","678850","-13582,756595426838","0","815"
"20260219_081206","679360","-13600,015595427269","0","815"
"20260219_081221","679808","-13611,96459542765","0","815"
"20260219_081239","680349","-13620,931095428103","0","815"
"20260219_081256","680907","-13631,386595428574","0","815"
"20260219_081319","681585","-13640,69459542916","0","815"
"20260219_081333","682048","-13648,14009542955","0","815"
"20260219_081351","682663","-13660,498595430074","0","815"
"20260219_081416","683264","-13674,938095430589","0","815"
"20260219_081442","684024","-13691,635595431244","0","815"
"20260219_081500","684691","-13701,611095431817","0","815"
"20260219_081516","685206","-13702,293095432255","0","816"
"20260219_081530","685709","-13708,02709543268","0","816"
"20260219_081557","686427","-13720,521095433298","0","816"
"20260219_081618","687138","-13737,380095433908","0","816"
"20260219_081632","687552","-13736,284595434248","0","817"
"20260219_081648","688113","-13741,153095434729","0","817"
"20260219_081707","688696","-13742,132595435227","0","818"
"20260219_081726","689258","-13744,726595435706","0","819"
"20260219_081745","689893","-13744,87009543626","0","819"
"20260219_081801","690424","-13757,687095436711","0","819"
"20260219_081820","690988","-13775,34209543719","0","819"
"20260219_081836","691440","-13789,999595437566","0","819"
"20260219_081903","692121","-13799,82659543815","0","819"
"20260219_081922","692729","-13807,14309543867","0","819"
"20260219_081940","693205","-13819,564595439078","0","819"
"20260219_082002","693934","-13831,235095439699","0","819"
"20260219_082020","694412","-13832,044595440098","0","819"
"20260219_082039","694975","-13842,385595440579","0","820"
"20260219_082052","695354","-13848,658095440896","0","820"
"20260219_082109","695962","-13851,121095441424","0","820"
"20260219_082130","696582","-13860,698595441956","0","820"
"20260219_082143","697019","-13871,733595442323","0","820"
"20260219_082202","697615","-13881,452095442834","0","820"
"20260219_082218","698101","-13882,824095443244","0","820"
"20260219_082235","698619","-13897,02309544368","0","820"
"20260219_082250","699124","-13904,936095444109","0","820"
"20260219_082308","699681","-13908,208595444592","0","820"
"20260219_082323","700166","-13913,420095444997","0","820"
"20260219_082340","700705","-13921,198595445458","0","820"
"20260219_082350","701089","-13930,270095445772","0","820"
"20260219_082416","701778","-13945,137595446362","0","820"
"20260219_082430","702218","-13961,258595446732","0","820"
"20260219_082452","702756","-13975,470595447186","0","820"
"20260219_082509","703292","-13980,83559544764","0","820"
"20260219_082529","703802","-13996,54209544807","0","820"
"20260219_082543","704251","-14005,245595448445","0","820"
"20260219_082601","704775","-14010,846595448891","0","820"
"20260219_082618","705305","-14023,030595449341","0","820"
"20260219_082638","705895","-14033,831595449838","0","820"
"20260219_082659","706547","-14051,098595450398","0","822"
"20260219_082713","706926","-14060,121595450708","0","822"
"20260219_082731","707411","-14070,868095451115","0","822"
"20260219_082756","708098","-14078,443095451703","0","823"
"20260219_082810","708621","-14081,250595452146","0","823"
"20260219_082834","709233","-14100,792095452665","0","823"
"20260219_082851","709795","-14108,952095453142","0","823"
"20260219_082905","710206","-14121,66759545348","0","823"
"20260219_082926","710830","-14131,26059545402","0","823"
"20260219_082943","711331","-14145,802095454446","0","823"
"20260219_082955","711799","-14158,05909545484","0","824"
"20260219_083015","712361","-14168,423595455317","0","824"
"20260219_083037","712923","-14180,420595455791","0","824"
"20260219_083057","713583","-14190,380095456363","0","824"
"20260219_083115","714144","-14197,34759545684","0","824"
"20260219_083130","714574","-14210,499595457197","0","825"
"20260219_083148","715164","-14215,1315954577","0","825"
"20260219_083206","715681","-14220,772095458135","0","825"
"20260219_083225","716266","-14233,303595458632","0","825"
"20260219_083241","716781","-14239,743095459067","0","826"
"20260219_083259","717394","-14249,348595459594","0","826"
"20260219_083316","717906","-14255,041095460027","0","826"
"20260219_083332","718471","-14264,898595460505","0","826"
"20260219_083357","719211","-14272,33309546114","0","826"
"20260219_083409","719656","-14282,495095461514","0","826"
"20260219_083426","720136","-14286,136095461921","0","826"
"20260219_083437","720541","-14291,632595462259","0","826"
"20260219_083453","721034","-14299,015595462677","0","826"
"20260219_083507","721491","-14308,757595463065","0","826"
"20260219_083525","722058","-14319,171595463544","0","826"
"20260219_083543","722596","-14329,150595464005","0","826"
"20260219_083557","723027","-14339,497095464369","0","826"
"20260219_083607","723356","-14347,62259546464","0","826"
"20260219_083621","723758","-14360,934595464974","0","826"
"20260219_083640","724356","-14366,080595465484","0","826"
"20260219_083656","724811","-14381,345095465866","0","826"
"20260219_083715","725370","-14398,13859546634","0","826"
"20260219_083732","725841","-14407,71409546673","0","826"
"20260219_083747","726297","-14420,209595467111","0","826"
"20260219_083758","726577","-14438,546095467336","0","826"
"20260219_083820","727238","-14450,702595467901","0","826"
"20260219_083838","727784","-14462,041595468367","0","826"
"20260219_083856","728411","-14466,584595468908","0","826"
"20260219_083908","728760","-14476,578095469198","0","826"
"20260219_083925","729285","-14486,58209546964","0","826"
"20260219_083943","729717","-14499,156595469998","0","826"
"20260219_084003","730454","-14505,298095470633","0","826"
"20260219_084019","730849","-14511,479595470957","0","826"
"20260219_084041","731511","-14525,830095471521","0","826"
"20260219_084108","732236","-14524,352595472139","0","826"
"20260219_084120","732648","-14529,855095472483","0","826"
"20260219_084134","733070","-14539,573095472837","0","826"
"20260219_084159","733795","-14551,32009547346","0","826"
"20260219_084214","734220","-14568,946095473813","0","826"
"20260219_084234","734804","-14583,574095474305","0","826"
"20260219_084255","735396","-14598,838595474806","0","826"
"20260219_084310","735900","-14608,964095475236","0","826"
"20260219_084324","736309","-14622,289595475575","0","826"
"20260219_084338","736716","-14632,825595475915","0","826"
"20260219_084358","737319","-14638,676595476432","0","826"
"20260219_084417","737849","-14653,621095476885","0","827"
"20260219_084433","738307","-14666,756095477267","0","827"
"20260219_084444","738681","-14689,476595477576","0","827"
"20260219_084503","739201","-14699,502095478021","0","827"
"20260219_084523","739766","-14714,615595478499","0","827"
"20260219_084548","740473","-14726,564095479105","0","827"
"20260219_084609","741169","-14735,717595479704","0","827"
"20260219_084625","741612","-14746,125595480078","0","827"
"20260219_084637","742052","-14749,88609548045","0","827"
"20260219_084654","742543","-14757,228595480865","0","827"
"20260219_084721","743376","-14763,570095481586","0","827"
"20260219_084733","743673","-14769,635095481824","0","827"
"20260219_084747","744202","-14773,056095482274","0","827"
"20260219_084806","744732","-14783,631595482722","0","827"
"20260219_084828","745370","-14794,319595483272","0","827"
"20260219_084847","745931","-14802,999595483749","0","828"
"20260219_084909","746615","-14822,150095484334","0","828"
"20260219_084927","747138","-14827,68509548477","0","828"
"20260219_084945","747670","-14845,454095485218","0","828"
"20260219_085010","748391","-14855,626595485835","0","828"
"20260219_085028","748969","-14855,895095486327","0","828"
"20260219_085046","749538","-14865,611095486805","0","828"
"20260219_085106","750180","-14875,013595487353","0","828"
"20260219_085119","750535","-14890,740595487645","0","828"
"20260219_085144","751149","-14905,195095488169","0","828"
"20260219_085205","751781","-14915,27759548871","0","828"
"20260219_085224","752359","-14924,136595489203","0","828"
"20260219_085244","752964","-14933,770095489723","0","828"
"20260219_085300","753419","-14944,018095490104","0","828"
"20260219_085317","753956","-14958,932095490558","0","828"
"20260219_085336","754556","-14969,762595491064","0","828"
"20260219_085352","755046","-14975,556595491482","0","828"
"20260219_085415","755725","-14979,625595492062","0","829"
"20260219_085436","756261","-14996,671095492517","0","829"
"20260219_085448","756745","-15001,890595492923","0","829"
"20260219_085512","757422","-15016,667595493496","0","829"
"20260219_085528","757991","-15026,439595493981","0","829"
"20260219_085549","758506","-15037,075095494414","0","830"
"20260219_085611","759160","-15051,536595494978","0","830"
"20260219_085634","759875","-15066,913595495591","0","830"
"20260219_085646","760312","-15075,14359549596","0","830"
"20260219_085658","760633","-15085,46059549622","0","830"
"20260219_085717","761187","-15090,783095496687","0","830"
"20260219_085736","761712","-15100,221595497134","0","830"
"20260219_085752","762327","-15111,418595497664","0","830"
"20260219_085808","762806","-15119,42509549807","0","830"
"20260219_085824","763311","-15127,362095498494","0","830"
"20260219_085836","763647","-15140,445095498775","0","830"
"20260219_085847","763962","-15153,625595499036","0","830"
"20260219_085901","764402","-15170,374095499403","0","830"
"20260219_085917","764877","-15182,836095499804","0","830"
"20260219_085931","765288","-15191,17059550015","0","830"
"20260219_085953","765950","-15205,573095500718","0","830"
"20260219_090009","766418","-15215,874595501118","0","830"
"20260219_090024","766995","-15228,438595501613","0","830"
"20260219_090045","767532","-15241,219095502065","0","830"
"20260219_090101","768117","-15251,48059550256","0","830"
"20260219_090120","768614","-15262,840595502978","0","830"
"20260219_090134","769049","-15271,087095503344","0","830"
"20260219_090148","769444","-15279,392595503676","0","830"
"20260219_090203","769858","-15292,694595504021","0","830"
"20260219_090216","770220","-15307,06909550432","0","830"
"20260219_090230","770695","-15312,294595504714","0","830"
"20260219_090251","771217","-15325,74609550516","0","830"
"20260219_090305","771695","-15339,452095505567","0","830"
"20260219_090326","772249","-15349,78109550604","0","830"
"20260219_090339","772679","-15358,0085955064","0","830"
"20260219_090355","773168","-15361,003595506818","0","831"
"20260219_090413","773730","-15375,875095507292","0","831"
"20260219_090436","774391","-15381,507095507865","0","831"
"20260219_090449","774779","-15384,848595508183","0","831"
"20260219_090501","775165","-15392,660595508509","0","831"
"20260219_090516","775694","-15405,358095508955","0","831"
"20260219_090544","776333","-15414,129595509501","0","831"
"20260219_090556","776723","-15422,539095509821","0","832"
"20260219_090608","777077","-15434,944595510115","0","832"
"20260219_090629","777670","-15449,50059551061","0","832"
"20260219_090641","778011","-15463,930595510892","0","832"
"20260219_090659","778575","-15472,937095511368","0","832"
"20260219_090719","779109","-15485,698595511823","0","832"
"20260219_090734","779528","-15502,307595512177","0","832"
"20260219_090757","780118","-15519,10309551268","0","832"
"20260219_090809","780524","-15534,04609551302","0","832"
"20260219_090825","780989","-15548,752095513408","0","832"
"20260219_090840","781461","-15563,885095513808","0","832"
"20260219_090859","781990","-15573,867095514259","0","832"
"20260219_090917","782579","-15584,178095514762","0","832"
"20260219_090934","783038","-15596,681095515147","0","832"
"20260219_090950","783599","-15608,003095515623","0","832"
"20260219_091007","784130","-15622,344595516077","0","832"
"20260219_091019","784488","-15635,331095516372","0","832"
"20260219_091038","785050","-15653,606595516852","0","832"
"20260219_091055","785639","-15666,113095517354","0","832"
"20260219_091110","786056","-15676,561595517707","0","832"
"20260219_091126","786562","-15692,253095518136","0","832"
"20260219_091139","786919","-15698,045595518426","0","832"
"20260219_091159","787486","-15711,118095518907","0","832"
"20260219_091214","787935","-15724,251595519285","0","832"
"20260219_091230","788359","-15735,30909551964","0","832"
"20260219_091246","788810","-15750,039095520022","0","832"
"20260219_091257","789182","-15762,891595520332","0","832"
"20260219_091309","789437","-15778,318095520537","0","832"
"20260219_091330","790063","-15797,022595521075","0","832"
"20260219_091343","790461","-15807,558595521403","0","832"
"20260219_091403","791009","-15813,010595521868","0","833"
"20260219_091414","791320","-15821,146595522121","0","833"
"20260219_091430","791759","-15836,459595522483","0","833"
"20260219_091442","792132","-15849,309095522787","0","833"
"20260219_091456","792538","-15860,480095523124","0","833"
"20260219_091513","793062","-15870,483595523563","0","833"
"20260219_091520","793335","-15883,057095523785","0","833"
"20260219_091539","793793","-15890,52209552417","0","833"
"20260219_091552","794219","-15905,903095524525","0","833"
"20260219_091602","794484","-15914,269095524738","0","833"
"20260219_091620","794996","-15927,73259552517","0","833"
"20260219_091637","795504","-15943,440095525597","0","833"
"20260219_091651","795950","-15948,796095525973","0","833"
"20260219_091710","796542","-15959,125595526486","0","833"
